filename,text
20240802_041050_DR9E90247_1293_original.jpg,"FA679 060 9857 2024/08/02 04:11:33 36.68253, 126.54191 OKM 00186 181 125년 7988- 해 0"
20240802_041050_DR9E90247_1296_original.jpg,"FA679 60609857- 7618 2024/08/02 04:11:33 36.68253, 126.54191 OKM A 6303-S10 (BEC)AIR AUSDO 294 7968 해 0"
20240802_041050_DR9E90247_1300_original.jpg,"16579 60609857- 764 2024/08/02 04:11:33 36.68253, 126.54 1913 OKM 290 7988 CIR DIS-POL 5486 BAG BIK) 해 트"
20240802_041050_DR9E90247_1303_original.jpg,"16379 60609857- 764 G 2024/08/02 04:11:33 36.68253, 126.54 1913 OKM (5) 294 7988 해"
20240802_041050_DR9E90247_1308_original.jpg,"67947 60609857- Tod LIITIZ 2024/08/02 04:11:33 36.68253, 126.54191 OKM CIR 015-2019-49 (RECIAR AUDI 290 7988 해"
20240802_041050_DR9E90247_1312_original.jpg,"16379 60609857- 764 T OF THE 2024/08/02 04:11:33 36.68253, 126.54191 OKM 1290 79882 CR015-2019-5488 해"
20240802_041050_DR9E90247_1315_original.jpg,"16379 60609857- 764 SIXTIER 2024/08/02 04:11:34 36.68253, 126.54191 OKM 1294 7968- CIR 015-2019-5406 해 D"
20240802_041050_DR9E90247_1319_original.jpg,"14379 60619857- 764 2024/08/02 04:11:34 36.68253, 126.54 191 OKM 290 7988 COIS-POLY-5450"
20240802_041050_DR9E90247_1323_original.jpg,"14379 60609857- Tod 2024/08/02 04:11:34 36.68253, 126.54191 OKM Ci 9015-2013-5488 290 7988 SAR 해"
20240802_041050_DR9E90247_1327_original.jpg,"14379 60609857- TO 2024/08/02 04:11:34 36.68253, 126.54191 0km/ 10. CIB 015-2013 5498 C 290 7988 해"
20240802_041050_DR9E90247_1330_original.jpg,"75679 60629857- 2024/08/02 04:11:34 36.60253, 126.54191 OKM BASHIK (8) 290 7988 해"
20240802_041050_DR9E90247_1334_original.jpg,"75379 60629857- 2024/08/02 04:11:34 36.68253, 126.54 191 OKM CI015-PU-48 Back 290 7968 KLAND 해"
20240802_041050_DR9E90247_1338_original.jpg,"75379 60609857- 2024/08/02 04:11:34 36.60253, 126.54191 OKM CIR 015-2013 5488 290 7988 해"
20240802_041050_DR9E90247_1341_original.jpg,"78374 20609857- 2024/08/02 04:11:34 36.68253, 126.54 191 OKM COLO 181 C015 2014 290 7988 해"
20240802_041050_DR9E90247_1346_original.jpg,"16679 062 9857- 2024/08/02 04:11:35 36.68253, 126.54191 OKM CIR 15-20 294 7968 해"
20240802_041050_DR9E90247_1349_original.jpg,"166579 063 9857 2024/08/02 04:11:35 36.68253, 126.54 191 OKM CIR 015-POLY-540 296 7988 해"
20240802_041050_DR9E90247_1353_original.jpg,"16674 --0639857- 2024/08/02 04:11:35 36.68253, 126.54 191 OKM CIR 015-2019-5458 BAG BIK (5) 290 7968 해 CLAM"
20240802_041050_DR9E90247_1356_original.jpg,"I6679 --0639857- 2024/08/02 04:11:35 36.68253, 126.54 191 OKM CIR 015-2019-5488 290 7988 해"
20240802_041050_DR9E90247_1360_original.jpg,"74270 60619857- 764 THE 2024/08/02 04:11:35 36.68253, 126.54 191 OKM CIR 015-2019 1495 290 7968 해"
20240802_041050_DR9E90247_1363_original.jpg,"76270 40639857- 2024/08/02 04:11:35 36.68253, 126.54191 OKM 290 7988 CIR 15-P0195495 해"
20240802_041050_DR9E90247_1367_original.jpg,"36279 063 9857 764 2024/08/02 04:11:35 36.68253, 126.54191 OKM 1294 7988- GIR 015 P015400 해"
20240802_041050_DR9E90247_1371_original.jpg,"74584 60639857- 2024/08/02 04:11:35 36.68253, 126.54791 OKM CAR IS PU19 5486 294 7988 해"
20240802_041050_DR9E90247_1374_original.jpg,"76070 60639857- 764 2024/08/02 04:11:35 36.60253, 126.54791 OKM CIR 015 013-5486 290 7968 16-19301 해"
20240802_041050_DR9E90247_1378_original.jpg,"74374 60609857- 764 2024/08/02 04:11:36 36.68253, 126.54191 OKM CIR 15 PO13-5480 294 7988 해"
20240802_041050_DR9E90247_1382_original.jpg,"74374 60639857- 764 EXEZEZRO 2024/08/02 04:11:36 36.68253, 126.54191 OKM Ci 015-09-5455 296 7968 해"
20240802_041050_DR9E90247_1386_original.jpg,"74374 60639857- TAR 2024/08/02 04:11:36 36.88253, 126.54191 OKM CI 015-PULS 450 290 7988 해"
20240802_041050_DR9E90247_1389_original.jpg,"TA076 -0609857- 2024/08/02 04:11:36 36.68253, 126.54191 OKM CIM 915-09-1400 290 7988 해"
20240802_041050_DR9E90247_1392_original.jpg,"TA076 -0609857- 764 SEXTITE 2024/08/02 04:11:36 36.68253, 126.54191 OKM CIR 015-00135400 Bank (58) 290 7988 해"
20240802_041050_DR9E90247_1396_original.jpg,"75276 -0609857- 768 2024/08/02 04:11:36 36.68253, 126.54191 OKM 1294 7988- CIR 015-2013 3485 해"
20240802_041050_DR9E90247_1400_original.jpg,"71276 60609857- 2024/08/02 04:11:36 36.68253, 126.54191 OKM 1294 7988- CINOIS-PO13-480 Bad (538) 해"
20240802_041050_DR9E90247_1403_original.jpg,"76070 60609857- EXITIZE 2024/08/02 04:11:36 36.68253, 126.54191 OKM Cin 015 2013-1400 290 7988"
20240802_041050_DR9E90247_1407_original.jpg,"76070 -0609857- 7618 2024/08/02 04:11:37 36.68253, 126.54191 OKM 290 7988 100 CIR CIS-P13 5480 (538) Bad 해"
20240802_041050_DR9E90247_1410_original.jpg,"76070 063 9857 STREETE 2024/08/02 04:11:37 36.68253, 126.54191 OKM 1290 29883 CIR 015-POL 5488 해"
20240802_041050_DR9E90247_1413_original.jpg,"16279 -0609857- SITZIEM X JUS SINDIC 2024/08/02 04:11:37 36.68253,126.54191 OKM CIR DIS-P013400 (RGETAR APODA 290 7988 해"
20240802_041050_DR9E90247_1418_original.jpg,"TALYY --0679857- 2024/08/02 04:11:37 36.68253,126.54791 OKM 290 7988 1000 CIR GIS PO (3) 해"
20240802_041050_DR9E90247_1421_original.jpg,"TALYN --0619857- STXTIZE 2024/08/02 04:11:37 36.63253,126.54791 OKM CAR 015 013-5430 290 7988 해"
20240802_041050_DR9E90247_1424_original.jpg,"TALEN --0679857- TEXTIER 2024/08/02 04:11:37 36.68253,126.54191 OKM CIB 015 POL 1290 7988- 해"
20240802_041050_DR9E90247_1429_original.jpg,"10619857- TO 2024/08/02 04:11:37 36.68253,126.54791 OKM 1290 7988- 101 CIM IS POSS GO oa (5) 해"
20240802_041050_DR9E90247_1432_original.jpg,"TALYO 40679857- 768 SEXTIZM 2024/08/02 04:11:37 36.60253,126.54191 OKM emsa 181 CIR 15 POS 290 7988 해"
20240802_041050_DR9E90247_1435_original.jpg,"74379 40609857- w XXXZEING 2024/08/02 04:11:38 36.68253, 126.54191 OKM CIR 15 PO 1290 3968- 해"
20240802_041050_DR9E90247_1440_original.jpg,"TV389 6060 9857- 1296 7988- 2024/08/02 04:11:38 36.68253, 126.54191 OKM 10000 CR015-2013 5400 해"
20240802_041050_DR9E90247_1444_original.jpg,"60609857- 764 11111790 2024/08/02 04:11:38 36.68253, 126.54191 OKM CIR 015 004 294 7968 해"
20240802_041050_DR9E90247_1447_original.jpg,"VALN9 60619857- 7614 HITITE 2024/08/02 04:11:38 36.68253, 126.54191 OKM CIR 015 POLYA 294 7988"
20240802_041050_DR9E90247_1453_original.jpg,"TAL79 60619857- 2024/08/02 04:11:38 36.68253, 126.54191 OKM 001181 CI 15-P0135400 (GG)AIR ADODA 290 7988 해"
20240802_041050_DR9E90247_1457_original.jpg,"76379 60609857- 2024/08/02 04:11:38 36.68253, 126.54191 OKM 290 7988 1000 C 015-015486 (3) 해"
20240802_041050_DR9E90247_1461_original.jpg,"68998 60609857- 2024/08/02 04:11:38 36.68253, 126.54191 OKM ens85 181 AN EX03-Sto 1290 7988- 해"
20240802_041050_DR9E90247_1465_original.jpg,"16689 60619857- 11179 2024/08/02 04:11:39 36.68253, 126.54191 OKM 1290 7968- Ci 015 POS 해 트"
20240802_041050_DR9E90247_1469_original.jpg,"16679 60609857- 2024/08/02 04:11:39 36.68253, 126.54191 OKM 290 7988 CIR 01S POS 400 S 해"
20240802_041050_DR9E90247_1472_original.jpg,"16679 60609857- 2024/08/02 04:11:39 36.68253, 126.54191 OKM CORDIS POS 40 290 7968 해"
20240802_041050_DR9E90247_1477_original.jpg,"16670 062 9857- 764 2024/08/02 04:11:39 36.68253, 126.54191 OKM 294 7968 CAR 015 PO19 5486 해 CAMR"
20240802_041050_DR9E90247_1480_original.jpg,"TREVO 60619857- 7644 2024/08/02 04:11:39 36.68253, 126.54191 OKM 294 7988 10 Can 015 P01458 해"
20240802_041050_DR9E90247_1484_original.jpg,"TAEVO 067 9857 2024/08/02 04:11:39 36.68253, 126.54191 OKM CI S PO 290 7988 해"
20240802_041050_DR9E90247_1487_original.jpg,"**589 067 9857 2024/08/02 04:11:39 36.68253, 126.54191 OKM CIR DIS POLA 296 7968 해"
20240802_041050_DR9E90247_1491_original.jpg,"067 9857 7644 2024/08/02 04:11:39 36.68253, 126.54191 OKM 290 7988 C015 PO13 5400 해"
20240802_041050_DR9E90247_1495_original.jpg,"TASYO 60679857- 764 11X117 2024/08/02 04:11:40 36.63253, 126.54191 OKM 00185191 Ci 015 Po BOOK (5) 129G 7968- 해"
20240802_041050_DR9E90247_1499_original.jpg,"60679857- 764 2024/08/02 04:11:40 36.68253, 126.54191 OKM 290 7968 CIB 015 POLS 450 (55) 해"
20240802_041050_DR9E90247_1503_original.jpg,"FARVO 60609857- 7614 2024/08/02 04:11:40 36.68253, 126.54191 OKM 290 7968 Ci 01S POLS 5488 (5) 해"
20240802_041050_DR9E90247_1506_original.jpg,"TAITO 60609857- 2024/08/02 04:11:40 36.68253, 126.54191 OKM CI 015 PO 458 290 7988 해 E"
20240802_041050_DR9E90247_1509_original.jpg,"060 9857 164 2024/08/02 04:11:40 36.68253, 126.54191 OKM C015 0015 290 7968 해 ATANDA"
20240802_041050_DR9E90247_1513_original.jpg,"063 9857 164 2024/08/02 04:11:40 36.68253, 126.54191 OKM 290 7968 C 015 P013 $430 해 ATANDA"
20240802_041050_DR9E90247_1517_original.jpg,"36689 062 9857 164 2024/08/02 04:11:40 36.68253, 126.54191 OKM 290 7988 CAR 015 P0135400 (5) 해 LAND"
20240802_041050_DR9E90247_1521_original.jpg,"36679 60609857- 164 1171177 2024/08/02 04:11:40 36.68253, 126.54191 OKM C 015 POLS 480 290 7988 해"
20240802_041050_DR9E90247_1524_original.jpg,"16679 20609857- 764 2024/08/02 04:11:40 36.68253, 126.54191 1111179 OKM 290 7988 해"
20240802_041050_DR9E90247_1528_original.jpg,"60629857- 764 2024/08/02 04:11:41 36.63253, 126.54191 OKM 294 7988 해"
20240802_041050_DR9E90247_1532_original.jpg,"60609857- 764 2024/08/02 04:11:41 36.68253, 126.54191 OKM 290 7968 CIM 015 PU13 5488 해 LATANDA"
20240802_041050_DR9E90247_1535_original.jpg,"60609857- 764 2024/08/02 04:11:41 36.68253, 126.54191 OKM 290 7988 CIN DIS PULSA 해 LTANDA 트"
20240802_041050_DR9E90247_1539_original.jpg,"16679 60629857- 2024/08/02 04:11:41 36.68253, 126.54191 OKM 1294 7988- CIR IS PO19 1400 해"
20240802_041050_DR9E90247_1542_original.jpg,"-0629857- 14 2024/08/02 04:11:41 36.68253, 126.54191 OKM 290 7988 CIR 015 PU19 5498 OH"
20240802_041050_DR9E90247_1546_original.jpg,"60629857- 764 2024/08/02 04:11:41 36.68253, 126.54191 OKM 290 7988 CIR CIS PO19-5430 (55) BOS 해 트"
20240802_041050_DR9E90247_1549_original.jpg,"60629857- 2024/08/02 04:11:41 36.68253, 126.54191 OKM CIR IS POS 290 7988 해"
20240802_041050_DR9E90247_1552_original.jpg,"14679 062 9857 2024/08/02 04:11:41 36.68253, 126.54191 OKM 1290 7988- CIR 915 POLY 5486 해"
20240802_041050_DR9E90247_1556_original.jpg,"062 9857 www 2024/08/02 04:11:42 36.68253, 126.54191 OKM CER DIS POLS 5488 290 7968 해"
20240802_041050_DR9E90247_1560_original.jpg,"68948 60629857- G 2024/08/02 04:11:42 36.63253, 126.54191 0km/ CIR 015 POLS 6430 290 7988 해"
20240802_041050_DR9E90247_1564_original.jpg,"14679 60629857- 2024/08/02 04:11:42 36.68253, 126.54191 OKM COIS POS 290 7988 해"
20240802_041050_DR9E90247_1568_original.jpg,"FALZO 60609857- 1614 2024/08/02 04:11:42 36.68253, 126.54191 OKM eoveos 181 C IS POLS 290 7988 해"
20240802_041050_DR9E90247_1572_original.jpg,"60609857- 1614 11117 2024/08/02 04:11:42 36.68253, 126.54191 OKM Ci 15 P013 5938 (5) 290 7968 해"
20240802_041050_DR9E90247_1576_original.jpg,"FALYO 60609857- 2024/08/02 04:11:42 36.68253, 126.54191 OKM TOVE BRIC COBO 181 (RECIA AREA BM 6103 S 290 7988 해 0"
20240802_041050_DR9E90247_1581_original.jpg,"FA370 60619857- CLIXEIZES 2024/08/02 04:11:42 36.88253, 126.54191 OKM CAR IS POS SVDO 1290 7988- 해"
20240802_041050_DR9E90247_1585_original.jpg,"11370 60609857- 2024/08/02 04:11:43 36.68253, 126.54191 OKM co (RGETAR AUDR DEAS E103 Sto 290 7988 해"
20240802_041050_DR9E90247_1588_original.jpg,"11370 60609857- 2024/08/02 04:11:43 36.68253, 126.54191 OKM 1290 79892 CIR 015 013 480 해"
20240802_041050_DR9E90247_1593_original.jpg,"60609857- 11177 2024/08/02 04:11:43 36.68253, 126.54191 OKM CR 015 013 488 290 7968 해"
20240802_041050_DR9E90247_1596_original.jpg,"60619857- 117117 OFF THIC 2024/08/02 04:11:43 36.68253, 126.54191 OKM CAR IS PO 290 7968 TALIE 해"
20240802_041050_DR9E90247_1600_original.jpg,"F6340 063 9857 2024/08/02 04:11:43 36.68253, 126.54191 OKM CIR 015 P013 480 294 7968 해"
20240802_041050_DR9E90247_1604_original.jpg,FRANG 1067 9857- 34 2024/08/02 04:11:43 36.253. 126.54191 OKM CIR 015 2013 5430 290 7968 해
20240802_041050_DR9E90247_1607_original.jpg,"16340 063 9857 2024/08/02 04:11:43 36.68253, 126.54191 OKM OGAS CIR 15 P013 0918 191 290 7988 해"
20240802_041050_DR9E90247_1611_original.jpg,"16340 063 9857 2024/08/02 04:11:43 36.68253, 126.54191 OKM emes 181 CIR IS POSS 296 7968 해"
20240802_041050_DR9E90247_1615_original.jpg,"16370 60609857- 17117 2024/08/02 04:11:44 36.68253, 126.54191 OKM CIR 01 2013 1480 290 7988 해 TAND"
20240802_041050_DR9E90247_1619_original.jpg,"16689 60609857- 2024/08/02 04:11:44 36.68253, 126.54191 OKM 290 7968 CIR IS PU13 6490 해 트"
20240802_041050_DR9E90247_1622_original.jpg,"16590 60609857- 2024/08/02 04:11:44 36.68253, 126.54191 OKM CIR 015 POLY 290 7988 해"
20240802_041050_DR9E90247_1626_original.jpg,"76680 60639857- 2024/08/02 04:11:44 36.63253, 126.54191 OKM 290 7988 CIN 01S PO 488 5) 해"
20240802_041050_DR9E90247_1630_original.jpg,"FALHO 20609857- 2024/08/02 04:11:44 36.63253, 126.54191 OKM C 015 PO 5) 290 7968 해 0"
20240802_041050_DR9E90247_1634_original.jpg,"FALHO 60609857- 2024/08/02 04:11:44 36.68253, 126.54191 OKM BDSTAR PEDA C 015 01900 e085 181 294 7968 해"
20240802_041050_DR9E90247_1638_original.jpg,"FALHO 60609857- 2024/08/02 04:11:44 36.68253, 126.54191 OKM 290 7968 CIR IS POLS 5490 CM) 해"
20240802_041050_DR9E90247_1643_original.jpg,"FALHO 20609857- 104 2024/08/02 04:11:44 36.68253, 126.54191 OKM 10% Cin 015 POLY 146 (RLCAIN ADDR 1290 7968- SL 해 트"
20240802_041050_DR9E90247_1648_original.jpg,"FALHO 10609857- 2024/08/02 04:11:45 36.68253, 126.54191 OKM 100100 CIN IS POLA 290 7968 해"
20240802_041050_DR9E90247_1651_original.jpg,"FALHO -0609857 1648 2024/08/02 04:11:45 36.68253, 126.54191 OKM CIR IS POLS re 290 7988 해"
20240802_041050_DR9E90247_1655_original.jpg,"68947 20609857- 2024/08/02 04:11:45 36.68253, 126.54191 OKM 00186 181 ORAS K100 Sto 290 7988 GITT 해 0"
20240802_041050_DR9E90247_1660_original.jpg,"74679 -0609857- 2024/08/02 04:11:45 36.68253, 126.54191 OKM 294 7988 COYO 181 PADA RGCIAN PS ELO S 해 트"
20240802_041050_DR9E90247_1665_original.jpg,"F4679 60609857- 2024/08/02 04:11:45 36.68253, 126.54191 OKM CIR IS POSS $450 290 7988 해"
20240802_041050_DR9E90247_1671_original.jpg,"62748 60609857- 2024/08/02 04:11:45 36.68253, 126.54191 OKM 00180 181 CIR DIS PO33 5488 294 7988 해 트"
20240802_041050_DR9E90247_1675_original.jpg,"60609857- 2024/08/02 04:11:46 36.68253, 126.54191 OKM ensor at OGAS 6100 St 290 7968 해 트"
20240802_041050_DR9E90247_1678_original.jpg,"60609857- 2024/08/02 04:11:46 36.68253, 126.54191 OKM 290 7988 CIR 15 POS 450 해 STAND"
20240802_041050_DR9E90247_1682_original.jpg,"16579 60609857- 30 2024/08/02 04:11:46 36.68253, 126.54191 OKM HIITIZE COYO TAL GAS-100 S 294 7968 해 STAND 트"
20240802_041050_DR9E90247_1685_original.jpg,"74579 60609857- 7 2024/08/02 04:11:46 36.68253, 126.54191 OKM 1294 79682 COIS-POL-480 해"
20240802_041050_DR9E90247_1688_original.jpg,"T+679 10679857- 7618 2024/08/02 04:11:46 36.68253, 126.54191 OKM CR015-P2013 5458 290 7968 해 ATAMOR"
20240802_041050_DR9E90247_1692_original.jpg,T+679 60629857- Todd 2024/08/02 04:11:46 36.253. 126.54191 OKM C015-2019 5458 290 7968 해
20240802_041050_DR9E90247_1695_original.jpg,"62943 60629857- Todd 2024/08/02 04:11:46 36.68253, 126.54191 OKM 11775 (BUCATA ARDDA BUS 6100 Sto 290 7988 해 트"
20240802_041050_DR9E90247_1700_original.jpg,"7+679 061 9857 7618 2024/08/02 04:11:46 36.88253, 126.54191 OKM (RDGIAIR AUSDA COR 015-2019 5480 00180 181 290 7968 STAMP 해 트"
20240802_041050_DR9E90247_1703_original.jpg,"71679 60609857- 768 2024/08/02 04:11:46 36.63253, 126.54191 OKM COSBO 181 CIR DIS 0013 3400 1290 7968- 해 ATAMOR 트"
20240802_041050_DR9E90247_1707_original.jpg,"TRETS 60609857- TOUR 2024/08/02 04:11:47 36.68253,126.54191 OKM ELOIS-PULS 5480 290 7968 해 STAMP"
20240802_041050_DR9E90247_1710_original.jpg,"TRETS 60609857- 7648 2024/08/02 04:11:47 36.68253,126.54191 OKM 294 7988 11.00 CL015-PO BASE (3) 해 STAND"
20240802_041050_DR9E90247_1715_original.jpg,"60609857- 7619 2024/08/02 04:11:47 36.68253,126.54791 OKM 100 C015 P0135450 290 7988 해"
20240802_041050_DR9E90247_1719_original.jpg,"71670 60609857- SEXTETER 2024/08/02 04:11:47 36.68253,126.54791 OKM 915-0 290 7988 해"
20240802_041050_DR9E90247_1722_original.jpg,"1A670 60639857- ILITIES 2024/08/02 04:11:47 36.68253, 126.54191 OKM 129년 7968- EIN 015-POS 485 해"
20240802_041050_DR9E90247_1727_original.jpg,"71670 60639857- 2024/08/02 04:11:47 36.68253,126.54791 OKM 10 290 7988 CIR 15-POS 450"
